files,replace in files,code
________________________________________________________________________________
restore,restore,code
________________________________________________________________________________
as,save as,code
________________________________________________________________________________
match,select all of find match,code
________________________________________________________________________________
symbols,show all symbols,code
________________________________________________________________________________
command,show command palette,code
________________________________________________________________________________
palette,show command palette,code
________________________________________________________________________________
debug,show debug,code
________________________________________________________________________________
explorer,show explorer,code
________________________________________________________________________________
extensions,show extensions,code
________________________________________________________________________________
hover,show hover,code
________________________________________________________________________________
output,show output panel,code
________________________________________________________________________________
problems,show problems panel,code
________________________________________________________________________________
references,show references,code
________________________________________________________________________________
source,show source control,code
________________________________________________________________________________
control,show source control,code
________________________________________________________________________________
shrink,shrink selection,code
________________________________________________________________________________
split,split editor,code
________________________________________________________________________________
start,start,code
________________________________________________________________________________
into,step into,code
________________________________________________________________________________
over,step over,code
________________________________________________________________________________
stop,stop,code
________________________________________________________________________________
block,toggle block comment,code
________________________________________________________________________________
breakpoint,toggle breakpoint,code
________________________________________________________________________________
layout,toggle editor layout,code
________________________________________________________________________________
details,toggle search details,code
________________________________________________________________________________
sidebar,toggle sidebar visibility,code
________________________________________________________________________________
visibility,toggle sidebar visibility,code
________________________________________________________________________________
moves,toggle tab moves focus,code
________________________________________________________________________________
wrap,toggle word wrap,code
________________________________________________________________________________
parameter,trigger parameter hints,code
________________________________________________________________________________
hints,trigger parameter hints,code
________________________________________________________________________________
suggestion,trigger suggestion,code
________________________________________________________________________________
trim,trim line,code
________________________________________________________________________________
user,user settings,code
________________________________________________________________________________
settings,user settings,code
________________________________________________________________________________
